Time;Radius;Height;Load;Angle;Date;Date;x;y;z;distance (m);vitesse (m/sec)
1,49449E+12;278;171;0;896;11/05/2017 08:19:15,489;11/05/2017 08:19:15,489;-277,322806;19,3922997;171;0;0
1,49449E+12;278;171;0;893;11/05/2017 08:19:15,585;11/05/2017 08:19:15,585;-275,9278302;33,87967747;171;1,455438326;15,16081589
1,49449E+12;278;173;0;890;11/05/2017 08:19:15,838;11/05/2017 08:19:15,838;-273,7765553;48,27419339;173;1,469115625;5,806781128
1,49449E+12;278;174;0;888;11/05/2017 08:19:16,087;11/05/2017 08:19:16,087;-271,925033;57,79945005;174;0,975492949;3,917642365
1,49449E+12;278;176;0;885;11/05/2017 08:19:16,386;11/05/2017 08:19:16,386;-268,5273797;71,95169454;176;1,469115625;4,913430185
1,49449E+12;278;177;0;883;11/05/2017 08:19:16,638;11/05/2017 08:19:16,638;-265,8527222;81,27933391;177;0,975492949;3,871003765
1,49449E+12;278;180;0;883;11/05/2017 08:19:16,887;11/05/2017 08:19:16,887;-265,8527222;81,27933391;180;0,3;1,204819277
1,49449E+12;278;181;0;882;11/05/2017 08:19:17,137;11/05/2017 08:19:17,137;-264,3937115;85,90672444;181;0,495393329;1,981573317
1,49449E+12;278;182;0;879;11/05/2017 08:19:17,390;11/05/2017 08:19:17,390;-259,5353586;99,62628997;182;1,458869672;5,766283289
1,49449E+12;278;184;0;876;11/05/2017 08:19:17,690;11/05/2017 08:19:17,690;-253,9656372;113,0727868;184;1,469115625;4,897052084
1,49449E+12;278;187;0;874;11/05/2017 08:19:17,938;11/05/2017 08:19:17,938;-249,8647449;121,8671788;187;1,015670465;4,095445423
1,49449E+12;279;189;0;872;11/05/2017 08:19:18,191;11/05/2017 08:19:18,191;-246,3423784;130,982566;189;0,997483581;3,942622851
1,49449E+12;279;191;0;870;11/05/2017 08:19:18,440;11/05/2017 08:19:18,440;-241,6210877;139,5;191;0,994169342;3,992647959
1,49449E+12;279;192;0;868;11/05/2017 08:19:18,695;11/05/2017 08:19:18,695;-236,6054188;147,8474747;192;0,978965107;3,83907885
1,49449E+12;280;195;0;866;11/05/2017 08:19:18,991;11/05/2017 08:19:18,991;-232,1305203;156,574013;195;1,025559294;3,464727344
1,49449E+12;253;208;68;2987;11/05/2017 08:21:48,353;11/05/2017 08:21:48,353;-73,97004129;241,9451033;208;18,01997785;0,120646335
1,49449E+12;253;210;108;2987;11/05/2017 08:21:48,650;11/05/2017 08:21:48,650;-73,97004129;241,9451033;210;0,2;0,673400673
1,49449E+12;253;211;140;2987;11/05/2017 08:21:48,900;11/05/2017 08:21:48,900;-73,97004129;241,9451033;211;0,1;0,4
1,49449E+12;253;212;100;2987;11/05/2017 08:21:49,151;11/05/2017 08:21:49,151;-73,97004129;241,9451033;212;0,1;0,398406375
1,49449E+12;253;214;124;2987;11/05/2017 08:21:49,401;11/05/2017 08:21:49,401;-73,97004129;241,9451033;214;0,2;0,8
1,49449E+12;253;215;204;2987;11/05/2017 08:21:49,654;11/05/2017 08:21:49,654;-73,97004129;241,9451033;215;0,1;0,395256917
1,49449E+12;253;216;132;2987;11/05/2017 08:21:49,952;11/05/2017 08:21:49,952;-73,97004129;241,9451033;216;0,1;0,33557047
1,49449E+12;253;218;92;2987;11/05/2017 08:21:50,202;11/05/2017 08:21:50,202;-73,97004129;241,9451033;218;0,2;0,8
1,49449E+12;253;219;148;2987;11/05/2017 08:21:50,454;11/05/2017 08:21:50,454;-73,97004129;241,9451033;219;0,1;0,396825397
1,49449E+12;253;220;104;2987;11/05/2017 08:21:50,705;11/05/2017 08:21:50,705;-73,97004129;241,9451033;220;0,1;0,398406375
1,49449E+12;253;221;180;2987;11/05/2017 08:21:50,955;11/05/2017 08:21:50,955;-73,97004129;241,9451033;221;0,1;0,4
1,49449E+12;268;230;224;3003;11/05/2017 08:22:10,040;11/05/2017 08:22:10,040;-145,9632614;224,7637122;230;7,456020344;0,39067437
1,49449E+12;271;230;156;3003;11/05/2017 08:22:10,291;11/05/2017 08:22:10,291;-147,5971785;227,2797239;230;0,3;1,195219124
1,49449E+12;272;230;136;3004;11/05/2017 08:22:10,589;11/05/2017 08:22:10,589;-152,1004697;225,4982197;230;0,484286994;1,625124141
1,49449E+12;272;229;116;3004;11/05/2017 08:22:10,840;11/05/2017 08:22:10,840;-152,1004697;225,4982197;229;0,1;0,398406375
1,49449E+12;272;230;188;3004;11/05/2017 08:22:11,088;11/05/2017 08:22:11,088;-152,1004697;225,4982197;230;0,1;0,403225806
1,49449E+12;272;230;148;3004;11/05/2017 08:22:11,339;11/05/2017 08:22:11,339;-152,1004697;225,4982197;230;0;0
1,49449E+12;272;230;164;3004;11/05/2017 08:22:11,590;11/05/2017 08:22:11,590;-152,1004697;225,4982197;230;0;0
1,49449E+12;272;230;172;3004;11/05/2017 08:22:11,890;11/05/2017 08:22:11,890;-152,1004697;225,4982197;230;0;0
1,49449E+12;272;230;172;3005;11/05/2017 08:22:12,140;11/05/2017 08:22:12,140;-156,0127907;222,809356;230;0,474723531;1,898894124
1,49449E+12;272;230;208;3006;11/05/2017 08:22:12,390;11/05/2017 08:22:12,390;-159,8775886;220,0526225;230;0,474723531;1,898894124
1,49449E+12;273;246;140;3012;11/05/2017 08:22:21,758;11/05/2017 08:22:21,758;-182,6726555;202,8785374;246;3,271947853;0,349268558
1,49449E+12;273;246;176;3012;11/05/2017 08:22:22,008;11/05/2017 08:22:22,008;-182,6726555;202,8785374;246;0;0
1,49449E+12;273;246;156;3012;11/05/2017 08:22:22,260;11/05/2017 08:22:22,260;-182,6726555;202,8785374;246;0;0
1,49449E+12;258;265;52;3263;11/05/2017 08:26:54,777;11/05/2017 08:26:54,777;237,4902522;100,8086312;265;43,28003406;0,158815905
1,49449E+12;258;265;0;3263;11/05/2017 08:26:55,230;11/05/2017 08:26:55,230;237,4902522;100,8086312;265;0;0
1,49449E+12;258;265;8;3263;11/05/2017 08:26:55,327;11/05/2017 08:26:55,327;237,4902522;100,8086312;265;0;0
1,49449E+12;258;266;64;3263;11/05/2017 08:26:55,577;11/05/2017 08:26:55,577;237,4902522;100,8086312;266;0,1;0,4
1,49449E+12;258;266;12;3263;11/05/2017 08:26:55,831;11/05/2017 08:26:55,831;237,4902522;100,8086312;266;0;0
1,49449E+12;258;266;0;3263;11/05/2017 08:26:56,081;11/05/2017 08:26:56,081;237,4902522;100,8086312;266;0;0
1,49449E+12;89;195;0;2660;11/05/2017 09:27:39,301;11/05/2017 09:27:39,301;-68,17795544;57,20809726;195;31,68202325;0,00869616
1,49449E+12;89;195;0;2660;11/05/2017 09:27:39,354;11/05/2017 09:27:39,354;-68,17795544;57,20809726;195;0;0
1,49449E+12;89;195;0;2660;11/05/2017 09:27:39,428;11/05/2017 09:27:39,428;-68,17795544;57,20809726;195;0;0
1,49449E+12;89;194;0;2660;11/05/2017 09:27:39,727;11/05/2017 09:27:39,727;-68,17795544;57,20809726;194;0,1;0,334448161
1,49449E+12;89;195;0;2660;11/05/2017 09:27:39,979;11/05/2017 09:27:39,979;-68,17795544;57,20809726;195;0,1;0,396825397
1,4945E+12;185;177;0;2238;11/05/2017 09:32:18,848;11/05/2017 09:32:18,848;38,4636628;180,9573061;177;16,43481105;0,058933804
1,4945E+12;185;180;0;2242;11/05/2017 09:32:19,100;11/05/2017 09:32:19,100;25,74702368;183,1995927;180;1,325672508;5,260605189
1,4945E+12;185;181;0;2246;11/05/2017 09:32:19,349;11/05/2017 09:32:19,349;12,90494764;184,5493493;181;1,295147712;5,201396436
1,4945E+12;185;182;0;2251;11/05/2017 09:32:19,651;11/05/2017 09:32:19,651;-3,228695191;184,9718236;182;1,617012417;5,354345751
1,4945E+12;186;185;0;2253;11/05/2017 09:32:19,899;11/05/2017 09:32:19,899;-9,734487861;185,7450935;185;0,720578133;2,905556987
1,4945E+12;187;186;0;2255;11/05/2017 09:32:20,152;11/05/2017 09:32:20,152;-16,29812389;186,2884085;186;0,666156958;2,633031454
1,4945E+12;188;188;0;2256;11/05/2017 09:32:20,400;11/05/2017 09:32:20,400;-19,65135109;186,9701163;188;0,396344019;1,598161368
1,4945E+12;188;191;0;2258;11/05/2017 09:32:20,653;11/05/2017 09:32:20,653;-26,16454298;186,1703969;191;0,721534612;2,851915464
1,4945E+12;188;193;0;2258;11/05/2017 09:32:20,951;11/05/2017 09:32:20,951;-26,16454298;186,1703969;193;0,2;0,67114094
1,4945E+12;189;195;0;2259;11/05/2017 09:32:21,203;11/05/2017 09:32:21,203;-29,56611389;186,6730964;195;0,397786267;1,578516932
1,4945E+12;188;198;0;2260;11/05/2017 09:32:21,452;11/05/2017 09:32:21,452;-32,6458574;185,1438576;198;0,456326543;1,83263672
1,4945E+12;188;199;0;2260;11/05/2017 09:32:21,701;11/05/2017 09:32:21,701;-32,6458574;185,1438576;199;0,1;0,401606426
1,4945E+12;188;201;0;2261;11/05/2017 09:32:21,952;11/05/2017 09:32:21,952;-35,87209113;184,5459105;201;0,384267157;1,530944848
1,4945E+12;188;203;0;2261;11/05/2017 09:32:22,206;11/05/2017 09:32:22,206;-35,87209113;184,5459105;203;0,2;0,787401575
1,4945E+12;188;205;0;2262;11/05/2017 09:32:22,457;11/05/2017 09:32:22,457;-39,08739787;183,8917489;205;0,384267157;1,530944848
1,4945E+12;190;208;0;2263;11/05/2017 09:32:22,755;11/05/2017 09:32:22,755;-42,74070033;185,1303123;208;0,488678402;1,639860408
1,4945E+12;191;211;0;2264;11/05/2017 09:32:23,004;11/05/2017 09:32:23,004;-46,20708206;185,3264837;211;0,458849491;1,842769041
1,4945E+12;192;212;0;2265;11/05/2017 09:32:23,257;11/05/2017 09:32:23,257;-49,69325666;185,4577586;212;0,362913853;1,434442106
1,4945E+12;194;214;0;2266;11/05/2017 09:32:23,507;11/05/2017 09:32:23,507;-53,47364703;186,484769;214;0,439842036;1,759368142
1,4945E+12;196;216;0;2267;11/05/2017 09:32:23,807;11/05/2017 09:32:23,807;-57,30485413;187,4357322;216;0,442520946;1,475069819
1,4945E+12;196;218;0;2268;11/05/2017 09:32:24,056;11/05/2017 09:32:24,056;-60,5673309;186,4070772;218;0,39625605;1,59138976
1,4945E+12;197;220;0;2269;11/05/2017 09:32:24,311;11/05/2017 09:32:24,311;-64,13692643;186,2671594;220;0,409409199;1,605526272
1,4945E+12;197;222;0;2270;11/05/2017 09:32:24,557;11/05/2017 09:32:24,557;-67,37796824;185,1194463;222;0,397763716;1,616925673
1,4945E+12;196;224;0;2270;11/05/2017 09:32:24,811;11/05/2017 09:32:24,811;-67,03594809;184,1797537;224;0,223606798;0,880341723
1,4945E+12;197;226;0;2271;11/05/2017 09:32:25,108;11/05/2017 09:32:25,108;-70,59848606;183,915344;226;0,409409199;1,378482152
1,4945E+12;197;228;0;2271;11/05/2017 09:32:25,361;11/05/2017 09:32:25,361;-70,59848606;183,915344;228;0,2;0,790513834
1,4945E+12;197;230;0;2271;11/05/2017 09:32:25,610;11/05/2017 09:32:25,610;-70,59848606;183,915344;230;0,2;0,803212851
1,4945E+12;198;232;0;2271;11/05/2017 09:32:25,862;11/05/2017 09:32:25,862;-70,95685401;184,8489244;232;0,223606798;0,887328562
1,4945E+12;199;234;0;2271;11/05/2017 09:32:26,111;11/05/2017 09:32:26,111;-71,31522196;185,7825049;234;0,223606798;0,898019268
1,4945E+12;199;236;0;2271;11/05/2017 09:32:26,411;11/05/2017 09:32:26,411;-71,31522196;185,7825049;236;0,2;0,666666667
1,4945E+12;199;238;0;2271;11/05/2017 09:32:26,661;11/05/2017 09:32:26,661;-71,31522196;185,7825049;238;0,2;0,8
1,4945E+12;199;240;0;2271;11/05/2017 09:32:26,912;11/05/2017 09:32:26,912;-71,31522196;185,7825049;240;0,2;0,796812749
1,4945E+12;199;242;0;2271;11/05/2017 09:32:27,165;11/05/2017 09:32:27,165;-71,31522196;185,7825049;242;0,2;0,790513834
1,4945E+12;199;244;0;2271;11/05/2017 09:32:27,416;11/05/2017 09:32:27,416;-71,31522196;185,7825049;244;0,2;0,796812749
1,4945E+12;199;247;0;2271;11/05/2017 09:32:27,713;11/05/2017 09:32:27,713;-71,31522196;185,7825049;247;0,3;1,01010101
1,4945E+12;199;249;0;2271;11/05/2017 09:32:27,965;11/05/2017 09:32:27,965;-71,31522196;185,7825049;249;0,2;0,793650794
1,4945E+12;199;251;0;2271;11/05/2017 09:32:28,214;11/05/2017 09:32:28,214;-71,31522196;185,7825049;251;0,2;0,803212851
1,4945E+12;199;253;0;2271;11/05/2017 09:32:28,469;11/05/2017 09:32:28,469;-71,31522196;185,7825049;253;0,2;0,784313725
1,4945E+12;199;256;0;2271;11/05/2017 09:32:28,718;11/05/2017 09:32:28,718;-71,31522196;185,7825049;256;0,3;1,204819277
1,4945E+12;199;257;0;2270;11/05/2017 09:32:28,968;11/05/2017 09:32:28,968;-68,06200852;186,9988315;257;0,361425625;1,445702499
1,4945E+12;199;260;0;2271;11/05/2017 09:32:29,267;11/05/2017 09:32:29,267;-71,31522196;185,7825049;260;0,458942788;1,534925711
1,4945E+12;199;262;0;2271;11/05/2017 09:32:29,518;11/05/2017 09:32:29,518;-71,31522196;185,7825049;262;0,2;0,796812749
1,4945E+12;199;263;0;2271;11/05/2017 09:32:29,765;11/05/2017 09:32:29,765;-71,31522196;185,7825049;263;0,1;0,4048583
1,4945E+12;199;264;0;2271;11/05/2017 09:32:30,018;11/05/2017 09:32:30,018;-71,31522196;185,7825049;264;0,1;0,395256917
1,4945E+12;199;266;0;2271;11/05/2017 09:32:30,269;11/05/2017 09:32:30,269;-71,31522196;185,7825049;266;0,2;0,796812749
1,4945E+12;199;266;0;2271;11/05/2017 09:32:30,569;11/05/2017 09:32:30,569;-71,31522196;185,7825049;266;0;0
1,4945E+12;199;266;0;2271;11/05/2017 09:32:30,818;11/05/2017 09:32:30,818;-71,31522196;185,7825049;266;0;0
1,4945E+12;199;267;0;2271;11/05/2017 09:32:31,070;11/05/2017 09:32:31,070;-71,31522196;185,7825049;267;0,1;0,396825397
1,4945E+12;201;267;0;2271;11/05/2017 09:32:31,320;11/05/2017 09:32:31,320;-72,03195786;187,6496657;267;0,2;0,8
1,4945E+12;204;266;0;2271;11/05/2017 09:32:31,573;11/05/2017 09:32:31,573;-73,10706171;190,450407;266;0,316227766;1,249912119
1,4945E+12;205;267;0;2271;11/05/2017 09:32:31,871;11/05/2017 09:32:31,871;-73,46542966;191,3839874;267;0,141421356;0,47456831
1,4945E+12;206;267;0;2272;11/05/2017 09:32:32,122;11/05/2017 09:32:32,122;-77,16895824;190,999874;267;0,372339457;1,48342413
1,4945E+12;206;267;0;2272;11/05/2017 09:32:32,373;11/05/2017 09:32:32,373;-77,16895824;190,999874;267;0;0
1,4945E+12;206;266;0;2272;11/05/2017 09:32:32,627;11/05/2017 09:32:32,627;-77,16895824;190,999874;266;0,1;0,393700787
1,4945E+12;206;266;0;2272;11/05/2017 09:32:32,876;11/05/2017 09:32:32,876;-77,16895824;190,999874;266;0;0
1,4945E+12;206;266;0;2272;11/05/2017 09:32:33,174;11/05/2017 09:32:33,174;-77,16895824;190,999874;266;0;0
1,4945E+12;206;266;0;2272;11/05/2017 09:32:33,423;11/05/2017 09:32:33,423;-77,16895824;190,999874;266;0;0
1,4945E+12;206;267;0;2272;11/05/2017 09:32:33,674;11/05/2017 09:32:33,674;-77,16895824;190,999874;267;0,1;0,398406375
1,4945E+12;206;267;0;2272;11/05/2017 09:32:33,923;11/05/2017 09:32:33,923;-77,16895824;190,999874;267;0;0
1,4945E+12;206;267;0;2272;11/05/2017 09:32:34,176;11/05/2017 09:32:34,176;-77,16895824;190,999874;267;0;0
1,4945E+12;206;267;0;2272;11/05/2017 09:32:34,475;11/05/2017 09:32:34,475;-77,16895824;190,999874;267;0;0
1,4945E+12;205;266;0;2273;11/05/2017 09:32:34,725;11/05/2017 09:32:34,725;-80,09988134;188,703495;266;0,385534267;1,542137067
1,4945E+12;206;267;0;2274;11/05/2017 09:32:34,976;11/05/2017 09:32:34,976;-83,78774847;188,1903643;267;0,385534267;1,535993095
1,4945E+12;206;267;0;2275;11/05/2017 09:32:35,229;11/05/2017 09:32:35,229;-87,05936192;186,6994041;267;0,359533263;1,421080089
1,4945E+12;206;267;0;2275;11/05/2017 09:32:35,479;11/05/2017 09:32:35,479;-87,05936192;186,6994041;267;0;0
1,4945E+12;206;267;0;2276;11/05/2017 09:32:35,778;11/05/2017 09:32:35,778;-90,30445624;185,1515735;267;0,359533263;1,202452383
1,4945E+12;206;267;0;2276;11/05/2017 09:32:36,028;11/05/2017 09:32:36,028;-90,30445624;185,1515735;267;0;0
1,4945E+12;207;267;0;2278;11/05/2017 09:32:36,279;11/05/2017 09:32:36,279;-97,1806135;182,7701517;267;0,727686117;2,899147877
1,4945E+12;208;267;0;2278;11/05/2017 09:32:36,528;11/05/2017 09:32:36,528;-97,65008506;183,6530993;267;0,1;0,401606426
1,4945E+12;209;267;0;2279;11/05/2017 09:32:36,782;11/05/2017 09:32:36,782;-101,3252106;182,7955188;267;0,377385643;1,485770246
1,4945E+12;210;267;0;2280;11/05/2017 09:32:37,080;11/05/2017 09:32:37,080;-105;181,8653348;267;0,379068848;1,272043115
1,4945E+12;210;267;0;2281;11/05/2017 09:32:37,332;11/05/2017 09:32:37,332;-108,1579957;180,0051331;267;0,366514491;1,454422583
1,4945E+12;210;268;0;2281;11/05/2017 09:32:37,582;11/05/2017 09:32:37,582;-108,1579957;180,0051331;268;0,1;0,4
1,4945E+12;210;268;0;2282;11/05/2017 09:32:37,829;11/05/2017 09:32:37,829;-111,2830455;178,0901002;268;0,366514491;1,483864336
1,4945E+12;210;268;0;2282;11/05/2017 09:32:38,083;11/05/2017 09:32:38,083;-111,2830455;178,0901002;268;0;0
1,4945E+12;210;269;0;2282;11/05/2017 09:32:38,332;11/05/2017 09:32:38,332;-111,2830455;178,0901002;269;0,1;0,401606426
1,4945E+12;211;269;0;2282;11/05/2017 09:32:38,631;11/05/2017 09:32:38,631;-111,8129648;178,9381483;269;0,1;0,334448161
1,4945E+12;212;270;0;2283;11/05/2017 09:32:38,882;11/05/2017 09:32:38,882;-115,4634754;177,7981604;270;0,395294833;1,574879814
1,4945E+12;213;271;0;2283;11/05/2017 09:32:39,133;11/05/2017 09:32:39,133;-116,0081145;178,636831;271;0,141421356;0,563431698
1,4945E+12;213;271;0;2283;11/05/2017 09:32:39,384;11/05/2017 09:32:39,384;-116,0081145;178,636831;271;0;0
1,4945E+12;214;273;0;2282;11/05/2017 09:32:39,637;11/05/2017 09:32:39,637;-113,4027225;181,4822926;273;0,434565516;1,717650261
1,4945E+12;213;273;0;2282;11/05/2017 09:32:39,934;11/05/2017 09:32:39,934;-112,8728033;180,6342445;273;0,1;0,336700337
1,4945E+12;214;274;0;2282;11/05/2017 09:32:40,184;11/05/2017 09:32:40,184;-113,4027225;181,4822926;274;0,141421356;0,565685425
1,4945E+12;214;274;0;2282;11/05/2017 09:32:40,435;11/05/2017 09:32:40,435;-113,4027225;181,4822926;274;0;0
1,4945E+12;214;274;0;2282;11/05/2017 09:32:40,685;11/05/2017 09:32:40,685;-113,4027225;181,4822926;274;0;0
1,4945E+12;214;274;0;2282;11/05/2017 09:32:40,937;11/05/2017 09:32:40,937;-113,4027225;181,4822926;274;0;0
1,4945E+12;214;274;0;2282;11/05/2017 09:32:41,236;11/05/2017 09:32:41,236;-113,4027225;181,4822926;274;0;0
1,4945E+12;214;274;0;2282;11/05/2017 09:32:41,487;11/05/2017 09:32:41,487;-113,4027225;181,4822926;274;0;0
1,4945E+12;213;274;0;2282;11/05/2017 09:32:41,737;11/05/2017 09:32:41,737;-112,8728033;180,6342445;274;0,1;0,4
1,4945E+12;213;274;0;2282;11/05/2017 09:32:41,987;11/05/2017 09:32:41,987;-112,8728033;180,6342445;274;0;0
1,4945E+12;214;275;0;2282;11/05/2017 09:32:42,238;11/05/2017 09:32:42,238;-113,4027225;181,4822926;275;0,141421356;0,563431698
1,4945E+12;214;275;0;2282;11/05/2017 09:32:42,538;11/05/2017 09:32:42,538;-113,4027225;181,4822926;275;0;0
1,4945E+12;214;275;0;2282;11/05/2017 09:32:42,789;11/05/2017 09:32:42,789;-113,4027225;181,4822926;275;0;0
1,4945E+12;214;277;0;2282;11/05/2017 09:32:43,039;11/05/2017 09:32:43,039;-113,4027225;181,4822926;277;0,2;0,8
1,4945E+12;213;277;0;2282;11/05/2017 09:32:43,289;11/05/2017 09:32:43,289;-112,8728033;180,6342445;277;0,1;0,4
1,4945E+12;213;277;0;2282;11/05/2017 09:32:43,543;11/05/2017 09:32:43,543;-112,8728033;180,6342445;277;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:43,791;11/05/2017 09:32:43,791;-113,4027225;181,4822926;278;0,141421356;0,570247404
1,4945E+12;213;278;0;2282;11/05/2017 09:32:44,092;11/05/2017 09:32:44,092;-112,8728033;180,6342445;278;0,1;0,332225914
1,4945E+12;214;278;0;2282;11/05/2017 09:32:44,342;11/05/2017 09:32:44,342;-113,4027225;181,4822926;278;0,1;0,4
1,4945E+12;213;278;0;2282;11/05/2017 09:32:44,594;11/05/2017 09:32:44,594;-112,8728033;180,6342445;278;0,1;0,396825397
1,4945E+12;214;278;0;2282;11/05/2017 09:32:44,846;11/05/2017 09:32:44,846;-113,4027225;181,4822926;278;0,1;0,396825397
1,4945E+12;215;278;0;2282;11/05/2017 09:32:45,095;11/05/2017 09:32:45,095;-113,9326418;182,3303407;278;0,1;0,401606426
1,4945E+12;214;278;0;2282;11/05/2017 09:32:45,393;11/05/2017 09:32:45,393;-113,4027225;181,4822926;278;0,1;0,33557047
1,4945E+12;214;278;0;2282;11/05/2017 09:32:45,645;11/05/2017 09:32:45,645;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;279;0;2282;11/05/2017 09:32:45,893;11/05/2017 09:32:45,893;-113,4027225;181,4822926;279;0,1;0,403225806
1,4945E+12;214;278;0;2282;11/05/2017 09:32:46,147;11/05/2017 09:32:46,147;-113,4027225;181,4822926;278;0,1;0,393700787
1,4945E+12;214;278;0;2282;11/05/2017 09:32:46,395;11/05/2017 09:32:46,395;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:46,695;11/05/2017 09:32:46,695;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:46,944;11/05/2017 09:32:46,944;-113,4027225;181,4822926;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:47,198;11/05/2017 09:32:47,198;-112,8728033;180,6342445;278;0,1;0,393700787
1,4945E+12;214;278;0;2282;11/05/2017 09:32:47,448;11/05/2017 09:32:47,448;-113,4027225;181,4822926;278;0,1;0,4
1,4945E+12;214;278;0;2282;11/05/2017 09:32:47,698;11/05/2017 09:32:47,698;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:47,998;11/05/2017 09:32:47,998;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;279;0;2282;11/05/2017 09:32:48,248;11/05/2017 09:32:48,248;-113,4027225;181,4822926;279;0,1;0,4
1,4945E+12;214;278;0;2282;11/05/2017 09:32:48,498;11/05/2017 09:32:48,498;-113,4027225;181,4822926;278;0,1;0,4
1,4945E+12;214;278;0;2282;11/05/2017 09:32:48,750;11/05/2017 09:32:48,750;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;279;0;2282;11/05/2017 09:32:49,001;11/05/2017 09:32:49,001;-113,4027225;181,4822926;279;0,1;0,398406375
1,4945E+12;214;278;0;2282;11/05/2017 09:32:49,301;11/05/2017 09:32:49,301;-113,4027225;181,4822926;278;0,1;0,333333333
1,4945E+12;214;278;0;2282;11/05/2017 09:32:49,551;11/05/2017 09:32:49,551;-113,4027225;181,4822926;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:49,802;11/05/2017 09:32:49,802;-112,8728033;180,6342445;278;0,1;0,398406375
1,4945E+12;214;278;0;2282;11/05/2017 09:32:50,050;11/05/2017 09:32:50,050;-113,4027225;181,4822926;278;0,1;0,403225806
1,4945E+12;213;278;0;2282;11/05/2017 09:32:50,306;11/05/2017 09:32:50,306;-112,8728033;180,6342445;278;0,1;0,390625
1,4945E+12;213;278;0;2282;11/05/2017 09:32:50,601;11/05/2017 09:32:50,601;-112,8728033;180,6342445;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:50,854;11/05/2017 09:32:50,854;-112,8728033;180,6342445;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:51,103;11/05/2017 09:32:51,103;-112,8728033;180,6342445;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:51,355;11/05/2017 09:32:51,355;-113,4027225;181,4822926;278;0,1;0,396825397
1,4945E+12;214;278;0;2282;11/05/2017 09:32:51,609;11/05/2017 09:32:51,609;-113,4027225;181,4822926;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:51,905;11/05/2017 09:32:51,905;-112,8728033;180,6342445;278;0,1;0,337837838
1,4945E+12;214;279;0;2282;11/05/2017 09:32:52,155;11/05/2017 09:32:52,155;-113,4027225;181,4822926;279;0,141421356;0,565685425
1,4945E+12;214;278;0;2282;11/05/2017 09:32:52,407;11/05/2017 09:32:52,407;-113,4027225;181,4822926;278;0,1;0,396825397
1,4945E+12;213;278;0;2282;11/05/2017 09:32:52,655;11/05/2017 09:32:52,655;-112,8728033;180,6342445;278;0,1;0,403225806
1,4945E+12;214;279;0;2282;11/05/2017 09:32:52,911;11/05/2017 09:32:52,911;-113,4027225;181,4822926;279;0,141421356;0,552427173
1,4945E+12;213;278;0;2282;11/05/2017 09:32:53,207;11/05/2017 09:32:53,207;-112,8728033;180,6342445;278;0,141421356;0,477774852
1,4945E+12;214;279;0;2282;11/05/2017 09:32:53,457;11/05/2017 09:32:53,457;-113,4027225;181,4822926;279;0,141421356;0,565685425
1,4945E+12;214;278;0;2282;11/05/2017 09:32:53,707;11/05/2017 09:32:53,707;-113,4027225;181,4822926;278;0,1;0,4
1,4945E+12;214;278;0;2282;11/05/2017 09:32:53,957;11/05/2017 09:32:53,957;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:54,209;11/05/2017 09:32:54,209;-113,4027225;181,4822926;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:54,509;11/05/2017 09:32:54,509;-112,8728033;180,6342445;278;0,1;0,333333333
1,4945E+12;214;278;0;2282;11/05/2017 09:32:54,758;11/05/2017 09:32:54,758;-113,4027225;181,4822926;278;0,1;0,401606426
1,4945E+12;214;278;0;2282;11/05/2017 09:32:55,010;11/05/2017 09:32:55,010;-113,4027225;181,4822926;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:55,258;11/05/2017 09:32:55,258;-112,8728033;180,6342445;278;0,1;0,403225806
1,4945E+12;213;278;0;2282;11/05/2017 09:32:55,512;11/05/2017 09:32:55,512;-112,8728033;180,6342445;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:55,761;11/05/2017 09:32:55,761;-113,4027225;181,4822926;278;0,1;0,401606426
1,4945E+12;214;278;0;2282;11/05/2017 09:32:56,062;11/05/2017 09:32:56,062;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:56,314;11/05/2017 09:32:56,314;-113,4027225;181,4822926;278;0;0
1,4945E+12;214;278;0;2282;11/05/2017 09:32:56,563;11/05/2017 09:32:56,563;-113,4027225;181,4822926;278;0;0
1,4945E+12;213;278;0;2282;11/05/2017 09:32:56,814;11/05/2017 09:32:56,814;-112,8728033;180,6342445;278;0,1;0,398406375
